timestamp_ms,device_id,protocol,direction,packet_size,airtime_ms,success,qos_class,energy_mj
7918545.371175375,0,mqtt_sn,downlink,9,40.388000000000005,True,normal,0.0
7918515.327175375,0,novel_lpwan,downlink,10,78.976,True,normal,0.0
7918608.259175375,0,coap,downlink,11,80.576,True,normal,0.0
9275727.632647606,55,novel_lpwan,downlink,48,262.752,True,normal,0.0
9275867.352647606,55,coap,downlink,49,141.376,True,normal,0.0
9275833.808647607,55,mqtt_sn,downlink,47,259.852,True,normal,0.0
9500642.442425804,23,novel_lpwan,downlink,12,22.544,True,normal,0.0
9500672.486425804,23,mqtt_sn,downlink,11,80.576,True,normal,0.0
9500735.374425804,23,coap,downlink,13,43.98800000000001,True,normal,0.0
9809347.129246702,39,novel_lpwan,downlink,10,21.544,True,normal,0.0
9809582.525246702,39,coap,downlink,11,80.576,True,normal,0.0
9809548.981246702,39,mqtt_sn,downlink,9,289.104,True,normal,0.0
10033270.872547092,13,novel_lpwan,downlink,48,40.544,True,normal,0.0
10033377.048547093,13,mqtt_sn,downlink,47,40.044,False,normal,0.0
10033410.592547093,13,coap,downlink,49,41.044,True,normal,0.0
10316841.67643774,6,novel_lpwan,downlink,9,40.388000000000005,True,normal,0.0
10317043.52843774,6,mqtt_sn,downlink,8,20.544,True,normal,0.0
10317160.90443774,6,coap,downlink,10,41.288000000000004,True,normal,0.0
10758490.624391891,77,mqtt_sn,downlink,8,20.544,True,normal,0.0
10758553.512391891,77,coap,downlink,10,21.544,True,normal,0.0
10758288.772391891,77,novel_lpwan,downlink,9,289.104,True,normal,0.0
11324073.255815415,72,mqtt_sn,downlink,47,40.044,True,normal,0.0
11324136.143815415,72,coap,downlink,49,76.388,False,normal,0.0
11512527.294877717,84,novel_lpwan,downlink,10,41.288000000000004,True,normal,0.0
11512750.846877718,84,coap,downlink,11,22.044,True,normal,0.0
11512633.470877718,84,mqtt_sn,downlink,9,149.65200000000002,True,normal,0.0
11865245.39777942,50,novel_lpwan,downlink,9,77.376,True,normal,0.0
11865351.57377942,50,mqtt_sn,downlink,8,39.48800000000001,True,normal,0.0
11865385.11777942,50,coap,downlink,10,78.976,True,normal,0.0
11889455.30709343,76,novel_lpwan,downlink,48,75.488,True,normal,0.0
11889657.15909343,76,mqtt_sn,downlink,47,138.176,True,normal,0.0
11889774.53509343,76,coap,downlink,49,76.388,False,normal,0.0
11893080.546049988,72,novel_lpwan,downlink,48,40.544,True,normal,0.0
12102472.927806938,43,novel_lpwan,downlink,48,40.544,True,normal,0.0
12103206.835806938,43,mqtt_sn,downlink,47,40.044,False,normal,0.0
12103269.723806938,43,coap,downlink,49,41.044,True,normal,0.0
12280660.545459248,13,coap,downlink,49,265.652,True,normal,0.0
12280513.125459248,13,novel_lpwan,downlink,48,491.904,True,normal,0.0
12280543.169459248,13,mqtt_sn,downlink,47,486.704,True,normal,0.0
12760446.66187746,62,novel_lpwan,downlink,48,262.752,True,normal,0.0
12760648.51387746,62,mqtt_sn,downlink,47,138.176,True,normal,0.0
12760711.401877461,62,coap,downlink,49,497.10400000000004,True,normal,0.0
13435359.194722777,13,mqtt_sn,downlink,47,40.044,True,normal,0.0
13435329.150722777,13,novel_lpwan,downlink,48,139.776,True,normal,0.0
