protocol,delivery_rate,avg_cmd_latency_ms,energy_per_msg_mj,uplink_bytes,downlink_bytes,total_airtime_ms,commands_applied,ack_efficiency
novel_lpwan,0.965433131228657,604240.8776292568,9.691734894418612,358725.0,6686.0,1767965.5839998517,85.0,14.687719298245614
mqtt_sn,0.9655028224963412,598641.3756896314,9.996151208586843,387423.0,6413.0,1830314.4919998203,271.0,1.0
coap,0.9634817757335006,601621.2559551197,11.030577278416688,487866.0,6891.0,2013730.7840000596,275.0,1.0
