timestamp_ms,device_id,protocol,direction,packet_size,airtime_ms,success,qos_class,energy_mj
7235757.809888734,1,novel_lpwan,downlink,48,75.488,True,normal,0.0
7235959.6618887335,1,mqtt_sn,downlink,47,40.044,True,normal,0.0
7236077.037888734,1,coap,downlink,49,76.388,True,normal,0.0
7248847.724280612,83,mqtt_sn,downlink,8,75.776,True,normal,0.0
7248910.612280612,83,coap,downlink,10,41.288000000000004,True,normal,0.0
7248741.548280612,83,novel_lpwan,downlink,9,289.104,True,normal,0.0
7377469.553515862,12,novel_lpwan,downlink,12,22.544,True,normal,0.0
7377526.141515862,12,mqtt_sn,downlink,11,42.188,True,normal,0.0
7377559.685515862,12,coap,downlink,13,23.044,True,normal,0.0
7379126.962231592,3,novel_lpwan,downlink,10,41.288000000000004,True,normal,0.0
7379183.550231593,3,mqtt_sn,downlink,9,149.65200000000002,True,normal,0.0
7379246.438231593,3,coap,downlink,11,299.504,True,normal,0.0
8040639.223802376,65,mqtt_sn,downlink,11,42.188,True,normal,0.0
8040609.179802376,65,novel_lpwan,downlink,12,82.176,True,normal,0.0
8040702.111802376,65,coap,downlink,13,161.252,True,normal,0.0
8228232.9324816065,36,novel_lpwan,downlink,48,139.776,True,normal,0.0
8228372.652481606,36,coap,downlink,49,76.388,True,normal,0.0
8228339.1084816065,36,mqtt_sn,downlink,47,138.176,True,normal,0.0
8287892.229922078,86,novel_lpwan,downlink,12,82.176,True,normal,0.0
8287998.405922078,86,mqtt_sn,downlink,11,80.576,True,normal,0.0
8288798.813922077,86,coap,downlink,13,83.776,True,normal,0.0
8560931.525328437,53,novel_lpwan,downlink,12,304.704,True,normal,0.0
8561407.217328437,53,coap,downlink,13,83.776,True,normal,0.0
8855147.86246989,58,novel_lpwan,downlink,10,41.288000000000004,True,normal,0.0
8855349.71446989,58,mqtt_sn,downlink,9,40.388000000000005,True,normal,0.0
8855467.09046989,58,coap,downlink,11,80.576,True,normal,0.0
9285059.58602822,12,novel_lpwan,downlink,9,40.388000000000005,True,normal,0.0
9285116.17402822,12,mqtt_sn,downlink,8,39.48800000000001,True,normal,0.0
9285338.32602822,12,coap,downlink,10,21.544,True,normal,0.0
9729186.92149211,47,novel_lpwan,downlink,9,21.044,True,normal,0.0
9729293.09749211,47,mqtt_sn,downlink,8,75.776,True,normal,0.0
9777675.070408486,53,mqtt_sn,downlink,11,155.452,True,normal,0.0
10216491.136207642,52,novel_lpwan,downlink,48,75.488,True,normal,0.0
10216597.312207643,52,mqtt_sn,downlink,47,40.044,True,normal,0.0
10216819.464207644,52,coap,downlink,49,265.652,True,normal,0.0
10377766.850864226,47,coap,downlink,10,152.55200000000002,True,normal,0.0
10675531.491610877,28,novel_lpwan,downlink,48,139.776,True,normal,0.0
10675637.667610878,28,mqtt_sn,downlink,47,40.044,True,normal,0.0
10675671.211610878,28,coap,downlink,49,76.388,True,normal,0.0
10810210.319516651,75,mqtt_sn,downlink,9,21.044,True,normal,0.0
10810180.275516652,75,novel_lpwan,downlink,10,78.976,True,normal,0.0
10810432.471516652,75,coap,downlink,11,22.044,True,normal,0.0
10931010.24208791,41,novel_lpwan,downlink,9,77.376,True,normal,0.0
10931116.41808791,41,mqtt_sn,downlink,8,75.776,False,normal,0.0
10931233.794087911,41,coap,downlink,10,21.544,True,normal,0.0
10990863.471634226,96,novel_lpwan,downlink,10,78.976,True,normal,0.0
10990969.647634227,96,mqtt_sn,downlink,9,21.044,True,normal,0.0
10991003.191634227,96,coap,downlink,11,155.452,True,normal,0.0
11018827.96729816,94,novel_lpwan,downlink,9,40.388000000000005,True,normal,0.0
11018858.01129816,94,mqtt_sn,downlink,8,20.544,True,normal,0.0
11018920.89929816,94,coap,downlink,10,572.408,True,normal,0.0
12617308.527552988,95,mqtt_sn,downlink,47,74.58800000000001,True,normal,0.0
12617425.903552989,95,coap,downlink,49,265.652,True,normal,0.0
12617278.483552989,95,novel_lpwan,downlink,48,491.904,True,normal,0.0
13547896.77330386,50,mqtt_sn,downlink,47,40.044,True,normal,0.0
13547790.59730386,50,novel_lpwan,downlink,48,262.752,True,normal,0.0
13548315.877303861,50,coap,downlink,49,141.376,True,normal,0.0
13767278.988868719,37,novel_lpwan,downlink,12,43.08800000000001,True,normal,0.0
13767309.032868719,37,mqtt_sn,downlink,11,22.044,True,normal,0.0
13767426.408868719,37,coap,downlink,13,23.044,True,normal,0.0
14006671.754800737,33,novel_lpwan,downlink,48,40.544,True,normal,0.0
14007439.206800736,33,coap,downlink,49,265.652,True,normal,0.0
14007405.662800737,33,mqtt_sn,downlink,47,486.704,True,normal,0.0
14494966.006151594,84,novel_lpwan,downlink,9,21.044,True,normal,0.0
14495201.402151594,84,coap,downlink,10,41.288000000000004,True,normal,0.0
14495167.858151594,84,mqtt_sn,downlink,8,75.776,True,normal,0.0
14569409.253855739,33,mqtt_sn,downlink,11,42.188,True,normal,0.0
14569472.141855739,33,coap,downlink,13,23.044,True,normal,0.0
14639680.54597066,74,novel_lpwan,downlink,48,40.544,True,normal,0.0
14639786.72197066,74,mqtt_sn,downlink,47,40.044,True,normal,0.0
14640008.873970661,74,coap,downlink,49,41.044,True,normal,0.0
15023155.43966701,95,novel_lpwan,downlink,9,21.044,False,normal,0.0
15023212.02766701,95,mqtt_sn,downlink,8,20.544,True,normal,0.0
15023245.57166701,95,coap,downlink,10,21.544,True,normal,0.0
15187189.291862618,33,novel_lpwan,downlink,12,158.352,True,normal,0.0
15505290.181825077,3,novel_lpwan,downlink,48,75.488,True,normal,0.0
15505492.033825077,3,mqtt_sn,downlink,47,74.58800000000001,True,normal,0.0
15505525.577825077,3,coap,downlink,49,76.388,True,normal,0.0
15944101.835706437,58,mqtt_sn,downlink,9,40.388000000000005,True,normal,0.0
15944071.791706437,58,novel_lpwan,downlink,10,78.976,True,normal,0.0
15944135.379706437,58,coap,downlink,11,155.452,True,normal,0.0
16414823.286448088,68,novel_lpwan,downlink,48,75.488,True,normal,0.0
16415557.194448087,68,mqtt_sn,downlink,47,74.58800000000001,True,normal,0.0
16415620.082448088,68,coap,downlink,49,41.044,True,normal,0.0
16627687.632893315,61,novel_lpwan,downlink,10,21.544,True,normal,0.0
16627793.808893315,61,mqtt_sn,downlink,9,21.044,True,normal,0.0
16627856.696893316,61,coap,downlink,11,42.188,True,normal,0.0
16772501.101851003,57,mqtt_sn,downlink,9,21.044,True,normal,0.0
16772471.057851003,57,novel_lpwan,downlink,10,152.55200000000002,True,normal,0.0
16772920.205851004,57,coap,downlink,11,42.188,True,normal,0.0
16902356.673102647,76,novel_lpwan,downlink,12,304.704,True,normal,0.0
16902739.377102647,76,mqtt_sn,downlink,11,22.044,True,normal,0.0
16902772.921102647,76,coap,downlink,13,23.044,True,normal,0.0
17024624.787843972,60,novel_lpwan,downlink,10,21.544,True,normal,0.0
17024654.831843972,60,mqtt_sn,downlink,9,149.65200000000002,True,normal,0.0
17024688.375843972,60,coap,downlink,11,299.504,True,normal,0.0
17390455.84075631,88,novel_lpwan,downlink,48,75.488,True,normal,0.0
17390485.884756308,88,mqtt_sn,downlink,47,138.176,True,normal,0.0
17391286.292756308,88,coap,downlink,49,76.388,True,normal,0.0
17425758.743437607,7,novel_lpwan,downlink,12,43.08800000000001,True,normal,0.0
17425815.331437606,7,mqtt_sn,downlink,11,22.044,True,normal,0.0
17426037.483437605,7,coap,downlink,13,83.776,True,normal,0.0
17622444.635401923,14,novel_lpwan,downlink,12,82.176,True,normal,0.0
17622508.223401923,14,coap,downlink,13,23.044,True,normal,0.0
17622474.679401923,14,mqtt_sn,downlink,11,155.452,True,normal,0.0
18169180.319129255,20,novel_lpwan,downlink,9,21.044,True,normal,0.0
18169210.363129254,20,mqtt_sn,downlink,8,20.544,True,normal,0.0
18169273.251129255,20,coap,downlink,10,21.544,True,normal,0.0
19223437.678887166,28,mqtt_sn,downlink,47,138.176,True,normal,0.0
19223856.782887165,28,coap,downlink,49,76.388,True,normal,0.0
19223381.090887167,28,novel_lpwan,downlink,48,933.408,True,normal,0.0
19329794.97945701,66,novel_lpwan,downlink,48,75.488,True,normal,0.0
19329934.69945701,66,coap,downlink,49,41.044,True,normal,0.0
19329901.15545701,66,mqtt_sn,downlink,47,138.176,True,normal,0.0
19395327.169129718,67,novel_lpwan,downlink,10,78.976,True,normal,0.0
19395383.757129718,67,mqtt_sn,downlink,9,40.388000000000005,True,normal,0.0
19395605.909129716,67,coap,downlink,11,80.576,True,normal,0.0
19561968.998183697,46,novel_lpwan,downlink,9,77.376,True,normal,0.0
19562075.174183697,46,mqtt_sn,downlink,8,39.48800000000001,True,normal,0.0
19562108.718183696,46,coap,downlink,10,152.55200000000002,True,normal,0.0
21145132.062523756,48,novel_lpwan,downlink,48,40.544,True,normal,0.0
21145188.650523756,48,mqtt_sn,downlink,47,74.58800000000001,True,normal,0.0
21145222.194523755,48,coap,downlink,49,41.044,True,normal,0.0
21302866.633436218,68,mqtt_sn,downlink,47,40.044,True,normal,0.0
21302929.52143622,68,coap,downlink,49,41.044,True,normal,0.0
21302810.04543622,68,novel_lpwan,downlink,48,262.752,False,normal,0.0
21665378.036576875,0,coap,downlink,49,41.044,True,normal,0.0
21665344.492576875,0,mqtt_sn,downlink,47,138.176,True,normal,0.0
21665314.448576875,0,novel_lpwan,downlink,48,262.752,True,normal,0.0
21781096.135797337,34,novel_lpwan,downlink,9,40.388000000000005,True,normal,0.0
21781126.179797336,34,mqtt_sn,downlink,8,20.544,True,normal,0.0
21781189.067797337,34,coap,downlink,10,41.288000000000004,True,normal,0.0
22154641.08893765,39,novel_lpwan,downlink,48,40.544,True,normal,0.0
22154876.484937653,39,coap,downlink,49,76.388,True,normal,0.0
22154842.940937653,39,mqtt_sn,downlink,47,138.176,True,normal,0.0
22256710.641976885,89,novel_lpwan,downlink,12,43.08800000000001,True,normal,0.0
22256816.817976885,89,mqtt_sn,downlink,11,22.044,True,normal,0.0
22256850.361976884,89,coap,downlink,13,43.98800000000001,True,normal,0.0
22534067.754242487,51,novel_lpwan,downlink,12,43.08800000000001,True,normal,0.0
22534450.458242487,51,mqtt_sn,downlink,11,22.044,True,normal,0.0
22534484.002242487,51,coap,downlink,13,309.904,True,normal,0.0
22820852.70288821,70,novel_lpwan,downlink,13,309.904,True,normal,0.0
22821377.982888207,70,coap,downlink,10,41.288000000000004,True,normal,0.0
23471798.192930922,70,mqtt_sn,downlink,8,39.48800000000001,True,normal,0.0
23471831.73693092,70,coap,downlink,10,294.304,True,normal,0.0
23990315.566785578,7,novel_lpwan,downlink,9,289.104,True,normal,0.0
23990517.41878558,7,mqtt_sn,downlink,8,146.752,True,normal,0.0
23990739.57078558,7,coap,downlink,10,78.976,True,normal,0.0
24078074.714604888,9,coap,downlink,13,43.98800000000001,False,normal,0.0
24077839.318604887,9,novel_lpwan,downlink,12,304.704,True,normal,0.0
24078041.17060489,9,mqtt_sn,downlink,11,155.452,True,normal,0.0
24133235.704060905,95,novel_lpwan,downlink,48,75.488,True,normal,0.0
24133292.292060904,95,mqtt_sn,downlink,47,74.58800000000001,False,normal,0.0
24133711.396060903,95,coap,downlink,49,41.044,True,normal,0.0
24532359.3279141,57,novel_lpwan,downlink,9,40.388000000000005,True,normal,0.0
24532422.9159141,57,coap,downlink,10,21.544,True,normal,0.0
24532389.3719141,57,mqtt_sn,downlink,8,75.776,True,normal,0.0
25022177.158731874,21,novel_lpwan,downlink,9,77.376,True,normal,0.0
25022233.746731874,21,mqtt_sn,downlink,8,39.48800000000001,True,normal,0.0
25022267.290731873,21,coap,downlink,10,21.544,True,normal,0.0
25186629.33487231,98,mqtt_sn,downlink,9,40.388000000000005,True,normal,0.0
25186599.29087231,98,novel_lpwan,downlink,10,152.55200000000002,True,normal,0.0
25186746.710872307,98,coap,downlink,11,42.188,True,normal,0.0
25341785.111678716,42,novel_lpwan,downlink,12,22.544,False,normal,0.0
25341841.699678715,42,mqtt_sn,downlink,11,80.576,True,normal,0.0
25341875.243678715,42,coap,downlink,13,83.776,True,normal,0.0
25474139.91610512,25,coap,downlink,13,43.98800000000001,True,normal,0.0
25474049.784105122,25,novel_lpwan,downlink,12,591.408,True,normal,0.0
25753026.839856405,1,novel_lpwan,downlink,48,75.488,True,normal,0.0
25753250.391856402,1,coap,downlink,49,41.044,True,normal,0.0
25997413.336876817,13,novel_lpwan,downlink,9,77.376,True,normal,0.0
25997443.380876817,13,mqtt_sn,downlink,8,146.752,True,normal,0.0
25997506.268876817,13,coap,downlink,10,152.55200000000002,True,normal,0.0
26002510.638004456,68,mqtt_sn,downlink,9,21.044,True,normal,0.0
26002454.050004456,68,novel_lpwan,downlink,10,78.976,True,normal,0.0
26002544.182004455,68,coap,downlink,11,42.188,True,normal,0.0
26030691.758920606,25,mqtt_sn,downlink,11,22.044,True,normal,0.0
26337499.466095246,1,mqtt_sn,downlink,47,74.58800000000001,False,normal,0.0
26582288.96131268,34,novel_lpwan,downlink,48,40.544,True,normal,0.0
26582671.66531268,34,mqtt_sn,downlink,47,259.852,True,normal,0.0
26582789.04131268,34,coap,downlink,49,265.652,True,normal,0.0
26613851.68760895,60,novel_lpwan,downlink,9,21.044,True,normal,0.0
26613957.86360895,60,mqtt_sn,downlink,8,39.48800000000001,True,normal,0.0
26614020.75160895,60,coap,downlink,10,21.544,True,normal,0.0
26681238.65747826,31,mqtt_sn,downlink,11,80.576,True,normal,0.0
26681182.069478262,31,novel_lpwan,downlink,12,304.704,True,normal,0.0
27295063.93258355,31,coap,downlink,13,23.044,True,normal,0.0
27548045.10646084,89,mqtt_sn,downlink,9,21.044,True,normal,0.0
27548015.06246084,89,novel_lpwan,downlink,10,152.55200000000002,True,normal,0.0
27548267.25846084,89,coap,downlink,11,22.044,True,normal,0.0
27710598.287525125,56,mqtt_sn,downlink,47,40.044,True,normal,0.0
27710661.175525125,56,coap,downlink,49,41.044,True,normal,0.0
27710541.699525125,56,novel_lpwan,downlink,48,933.408,True,normal,0.0
27830478.649066303,25,novel_lpwan,downlink,12,43.08800000000001,True,normal,0.0
27830680.501066305,25,mqtt_sn,downlink,11,80.576,True,normal,0.0
27830797.877066303,25,coap,downlink,13,43.98800000000001,True,normal,0.0
28125502.235112436,2,novel_lpwan,downlink,9,77.376,True,normal,0.0
28125884.939112436,2,mqtt_sn,downlink,8,39.48800000000001,True,normal,0.0
